1: sp-clause-activity-inc='1.0', sp-clause-decay='1.4', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='0', sp-variable-decay='1.4'
472: sp-clause-activity-inc='0.5226586941657717', sp-clause-decay='1.0779731950658602', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='160', sp-learned-clause-sort-heur='9', sp-learned-clauses-inc='1.1313919624854858', sp-learned-size-factor='1.48462438777418', sp-max-res-lit-inc='0.6738635483144332', sp-max-res-runs='6', sp-orig-clause-sort-heur='11', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.8075873761142145', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.5949657998273968', sp-res-cutoff-cls='2', sp-res-cutoff-lits='260', sp-res-order-heur='3', sp-resolution='0', sp-restart-inc='1.4922805396004137', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.2713716252890903', sp-var-dec-heur='16', sp-variable-decay='1.6417520455457235'
473: sp-clause-activity-inc='0.7543553712320176', sp-clause-decay='1.6418395349612225', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='962', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.1677523401202954', sp-learned-size-factor='0.29487285638094884', sp-max-res-lit-inc='0.5651331593769309', sp-max-res-runs='32', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.32419786481066365', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.6719268787553665', sp-res-cutoff-cls='4', sp-res-cutoff-lits='333', sp-res-order-heur='1', sp-resolution='1', sp-restart-inc='1.8390984759872895', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.1510156795996256', sp-var-dec-heur='1', sp-variable-decay='1.3563950500668125'
474: sp-clause-activity-inc='1.0445184132876733', sp-clause-decay='1.0903620050147025', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='153', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.1279490888230694', sp-learned-size-factor='0.4414016977218875', sp-max-res-lit-inc='2.2287180276418432', sp-max-res-runs='1', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.48513484591061323', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.4089111979990149', sp-res-cutoff-cls='19', sp-res-cutoff-lits='141', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.5933875265977433', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6087136962768346', sp-var-dec-heur='11', sp-variable-decay='1.096943966487915'
475: sp-clause-activity-inc='1.41825665509166', sp-clause-decay='1.4615920294356788', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='76', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.3064563417379835', sp-learned-size-factor='0.11733484201506142', sp-max-res-lit-inc='1.3212365958209196', sp-max-res-runs='1', sp-orig-clause-sort-heur='5', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.44538623486686', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.4478557729675141', sp-res-cutoff-cls='15', sp-res-cutoff-lits='144', sp-res-order-heur='11', sp-resolution='2', sp-restart-inc='1.426698714109192', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.0198475341997868', sp-var-dec-heur='1', sp-variable-decay='1.2627021323418584'
476: sp-clause-activity-inc='1.035474574324549', sp-clause-decay='1.7242058756775924', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='119', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.4665860636812273', sp-learned-size-factor='1.266325955805269', sp-max-res-lit-inc='2.452887310331656', sp-max-res-runs='8', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='1.052547307941508', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.47477912718847176', sp-res-cutoff-cls='8', sp-res-cutoff-lits='270', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.3553260323783969', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.4274950061476568', sp-var-dec-heur='16', sp-variable-decay='1.34922679787533'
477: sp-clause-activity-inc='1.1254150249340154', sp-clause-decay='1.8655887258861985', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='28', sp-learned-clause-sort-heur='15', sp-learned-clauses-inc='1.2282206436931085', sp-learned-size-factor='0.46320337881731055', sp-max-res-lit-inc='2.7877482872144874', sp-max-res-runs='9', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.3684063273517886', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.5169172964351301', sp-res-cutoff-cls='3', sp-res-cutoff-lits='583', sp-res-order-heur='11', sp-resolution='2', sp-restart-inc='1.49363031606025', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.8679537032076312', sp-var-dec-heur='11', sp-variable-decay='1.3449259592368012'
478: sp-clause-activity-inc='0.8202213271448971', sp-clause-decay='1.8915320989176472', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='31', sp-learned-clause-sort-heur='5', sp-learned-clauses-inc='1.2653495941491746', sp-learned-size-factor='0.14700211966008533', sp-max-res-lit-inc='0.7181098487685693', sp-max-res-runs='1', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='1.010820364307203', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.7136076594403656', sp-res-cutoff-cls='9', sp-res-cutoff-lits='818', sp-res-order-heur='16', sp-resolution='1', sp-restart-inc='1.347339495687712', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8835287800126844', sp-var-dec-heur='4', sp-variable-decay='1.4319840256114897'
479: sp-clause-activity-inc='0.5152040531036983', sp-clause-decay='1.5789396776564486', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='1402', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.4665860636812273', sp-learned-size-factor='1.039805439627728', sp-max-res-lit-inc='2.452887310331656', sp-max-res-runs='8', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='1.052547307941508', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.47477912718847176', sp-res-cutoff-cls='8', sp-res-cutoff-lits='270', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.3553260323783969', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.4274950061476568', sp-var-dec-heur='16', sp-variable-decay='1.0101444141521096'
480: sp-clause-activity-inc='0.8119886935361029', sp-clause-decay='1.6562432467799069', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='207', sp-learned-clause-sort-heur='4', sp-learned-clauses-inc='1.3415013003411256', sp-learned-size-factor='0.17840922576200774', sp-max-res-lit-inc='0.3530633985445849', sp-max-res-runs='1', sp-orig-clause-sort-heur='16', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.3665632290770053', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.928430485778948', sp-res-cutoff-cls='5', sp-res-cutoff-lits='108', sp-res-order-heur='12', sp-resolution='0', sp-restart-inc='1.3217012684110607', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.5769244284557392', sp-var-dec-heur='5', sp-variable-decay='1.5548551057415563'
481: sp-clause-activity-inc='1.3541428581721378', sp-clause-decay='1.5480826286300187', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='40', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.488226652191876', sp-learned-size-factor='0.11282315468141649', sp-max-res-lit-inc='0.2666224445225668', sp-max-res-runs='25', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.43753607706894027', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.5455746838244275', sp-res-cutoff-cls='9', sp-res-cutoff-lits='730', sp-res-order-heur='2', sp-resolution='1', sp-restart-inc='1.5167860081717062', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7124353973892228', sp-var-dec-heur='19', sp-variable-decay='1.5924304902127797'
482: sp-clause-activity-inc='0.6884617258024621', sp-clause-decay='1.227192616763417', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='1629', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.4858862984779146', sp-learned-size-factor='0.2716260480232937', sp-max-res-lit-inc='2.6663229751599973', sp-max-res-runs='5', sp-orig-clause-sort-heur='18', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.8942700984758363', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.9416943167695362', sp-res-cutoff-cls='19', sp-res-cutoff-lits='1280', sp-res-order-heur='18', sp-resolution='2', sp-restart-inc='1.8088329708590472', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.242520559689805', sp-var-dec-heur='9', sp-variable-decay='1.2165158394390985'
483: sp-clause-activity-inc='1.2247856513008726', sp-clause-decay='1.470755573675048', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='206', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.237487846186549', sp-learned-size-factor='0.12644823760917373', sp-max-res-lit-inc='0.3936307832657746', sp-max-res-runs='2', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.9866522420555122', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.38698671444229904', sp-res-cutoff-cls='7', sp-res-cutoff-lits='317', sp-res-order-heur='7', sp-resolution='2', sp-restart-inc='1.3493134249444092', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.1949240604378957', sp-var-dec-heur='8', sp-variable-decay='1.252620225170235'
484: sp-clause-activity-inc='1.178544713746243', sp-clause-decay='1.4777504431424564', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1030', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.1036551841053373', sp-learned-size-factor='0.2049082761389103', sp-max-res-lit-inc='2.399482027089147', sp-max-res-runs='31', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.4399365062303898', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.6361647902279544', sp-res-cutoff-cls='10', sp-res-cutoff-lits='306', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.6786600975357342', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.4192161856048877', sp-var-dec-heur='16', sp-variable-decay='1.4837015927568773'
485: sp-clause-activity-inc='1.2716322991790314', sp-clause-decay='1.137734689770363', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='911', sp-learned-clause-sort-heur='6', sp-learned-clauses-inc='1.1843075884184397', sp-learned-size-factor='1.1877573285051448', sp-max-res-lit-inc='0.27513435908384903', sp-max-res-runs='22', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.9408177331386669', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.9807310425176823', sp-res-cutoff-cls='3', sp-res-cutoff-lits='924', sp-res-order-heur='16', sp-resolution='0', sp-restart-inc='1.805183850041994', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.2975836718883036', sp-var-dec-heur='1', sp-variable-decay='1.0617742333107567'
486: sp-clause-activity-inc='1.139981643513989', sp-clause-decay='1.390766009905501', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='442', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.303270926896884', sp-learned-size-factor='0.15172848108494771', sp-max-res-lit-inc='1.9048115896214703', sp-max-res-runs='29', sp-orig-clause-sort-heur='17', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='1.045345538926467', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.8786978701345267', sp-res-cutoff-cls='2', sp-res-cutoff-lits='129', sp-res-order-heur='2', sp-resolution='1', sp-restart-inc='1.7363597818826788', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9693507354674542', sp-var-dec-heur='9', sp-variable-decay='1.2437109786048373'
487: sp-clause-activity-inc='1.0305591140210795', sp-clause-decay='1.063368489894464', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='50', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.394089642509853', sp-learned-size-factor='0.5935382721253412', sp-max-res-lit-inc='3.1869392277932027', sp-max-res-runs='1', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.32790762123879597', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.3973554083015468', sp-res-cutoff-cls='2', sp-res-cutoff-lits='614', sp-res-order-heur='15', sp-resolution='0', sp-restart-inc='1.1347234189390227', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.1271919886668411', sp-var-dec-heur='7', sp-variable-decay='1.289438414393106'
488: sp-clause-activity-inc='1.1662161701899354', sp-clause-decay='1.4777504431424564', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1030', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.377692924200756', sp-learned-size-factor='0.2049082761389103', sp-max-res-lit-inc='2.399482027089147', sp-max-res-runs='26', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.4399365062303898', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.6361647902279544', sp-res-cutoff-cls='10', sp-res-cutoff-lits='306', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.6786600975357342', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.4208123086024522', sp-var-dec-heur='16', sp-variable-decay='1.4837015927568773'
489: sp-clause-activity-inc='1.4381417322557093', sp-clause-decay='1.092121766192634', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='39', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.2541694993961876', sp-learned-size-factor='0.20429193138682256', sp-max-res-lit-inc='0.7638739219457867', sp-max-res-runs='6', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.6752951852051197', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.8982396654110909', sp-res-cutoff-cls='11', sp-res-cutoff-lits='326', sp-res-order-heur='9', sp-resolution='0', sp-restart-inc='1.5456046016331826', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9989162636316721', sp-var-dec-heur='19', sp-variable-decay='1.507375562859427'
490: sp-clause-activity-inc='0.6013985488099705', sp-clause-decay='1.1739850211820815', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='62', sp-learned-clause-sort-heur='5', sp-learned-clauses-inc='1.2387117322532561', sp-learned-size-factor='0.6253921522970478', sp-max-res-lit-inc='1.5536337989792561', sp-max-res-runs='6', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.30738429710291376', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.9253112422219592', sp-res-cutoff-cls='6', sp-res-cutoff-lits='156', sp-res-order-heur='1', sp-resolution='1', sp-restart-inc='1.5216364917704024', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9614043841207679', sp-var-dec-heur='13', sp-variable-decay='1.0400233792743787'
491: sp-clause-activity-inc='0.8467589260480853', sp-clause-decay='1.2374935857146294', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='95', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.1557209754273947', sp-learned-size-factor='0.8048599140734438', sp-max-res-lit-inc='0.6686299007643226', sp-max-res-runs='19', sp-orig-clause-sort-heur='15', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0620934376137063', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.3817550322569961', sp-res-cutoff-cls='7', sp-res-cutoff-lits='100', sp-res-order-heur='8', sp-resolution='0', sp-restart-inc='1.2643372806555806', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.2925188817149453', sp-var-dec-heur='1', sp-variable-decay='1.7365455528059937'
492: sp-clause-activity-inc='1.0030409761076409', sp-clause-decay='1.943000693261775', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='55', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.1053665992051191', sp-learned-size-factor='0.5960173796523994', sp-max-res-lit-inc='1.3513120973710775', sp-max-res-runs='5', sp-orig-clause-sort-heur='17', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.4950069426299297', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.7043026203946294', sp-res-cutoff-cls='4', sp-res-cutoff-lits='370', sp-res-order-heur='0', sp-resolution='2', sp-restart-inc='1.6822944077101907', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.1550900230545593', sp-var-dec-heur='14', sp-variable-decay='1.4026961755436282'
493: sp-clause-activity-inc='1.130232956334495', sp-clause-decay='1.4416466578927607', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1030', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.1041187343622254', sp-learned-size-factor='0.2049082761389103', sp-max-res-lit-inc='2.399482027089147', sp-max-res-runs='31', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.4399365062303898', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.6361647902279544', sp-res-cutoff-cls='3', sp-res-cutoff-lits='306', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.6786600975357342', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.6411860421194256', sp-var-dec-heur='16', sp-variable-decay='1.4837015927568773'
494: sp-clause-activity-inc='0.654785472926738', sp-clause-decay='1.005796764922758', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='48', sp-learned-clause-sort-heur='1', sp-learned-clauses-inc='1.132195858150878', sp-learned-size-factor='0.7060826633412055', sp-max-res-lit-inc='3.434285457878676', sp-max-res-runs='2', sp-orig-clause-sort-heur='16', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.7212477872600497', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='1.080740761411272', sp-res-cutoff-cls='6', sp-res-cutoff-lits='325', sp-res-order-heur='15', sp-resolution='1', sp-restart-inc='1.1129057230539843', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.7570813117900127', sp-var-dec-heur='2', sp-variable-decay='1.2677999886247289'
495: sp-clause-activity-inc='0.8239540132633155', sp-clause-decay='1.536826242317939', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='55', sp-learned-clause-sort-heur='14', sp-learned-clauses-inc='1.1267777667474836', sp-learned-size-factor='1.0055535579076942', sp-max-res-lit-inc='0.2902139542625288', sp-max-res-runs='9', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.6095436431109793', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='1.0909201820470384', sp-res-cutoff-cls='18', sp-res-cutoff-lits='186', sp-res-order-heur='15', sp-resolution='2', sp-restart-inc='1.7849578298139184', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.663364454660941', sp-var-dec-heur='12', sp-variable-decay='1.8107154057025798'
496: sp-clause-activity-inc='1.1791262313609012', sp-clause-decay='1.4777504431424564', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1030', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.1393109079978847', sp-learned-size-factor='0.2049082761389103', sp-max-res-lit-inc='2.399482027089147', sp-max-res-runs='26', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.4399365062303898', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.6361647902279544', sp-res-cutoff-cls='10', sp-res-cutoff-lits='306', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.6786600975357342', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.593261157059048', sp-var-dec-heur='16', sp-variable-decay='1.4837015927568773'
497: sp-clause-activity-inc='0.8355118781917764', sp-clause-decay='1.9347129920779078', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='945', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.2748952115401373', sp-learned-size-factor='0.38428368021125725', sp-max-res-lit-inc='0.5802256102655924', sp-max-res-runs='9', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='1.0372241669779587', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.48272812204388327', sp-res-cutoff-cls='13', sp-res-cutoff-lits='584', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.3722895999841649', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9865764245838654', sp-var-dec-heur='12', sp-variable-decay='1.1393550983395875'
498: sp-clause-activity-inc='1.2685600667773', sp-clause-decay='1.0841689064446085', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1810', sp-learned-clause-sort-heur='5', sp-learned-clauses-inc='1.1986498673891233', sp-learned-size-factor='0.12111280426066665', sp-max-res-lit-inc='1.8268328406811076', sp-max-res-runs='3', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.5106689142187634', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.7281067575809846', sp-res-cutoff-cls='9', sp-res-cutoff-lits='1299', sp-res-order-heur='2', sp-resolution='1', sp-restart-inc='1.1702641652206958', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7290690342130539', sp-var-dec-heur='1', sp-variable-decay='1.579703228742002'
499: sp-clause-activity-inc='0.7507947738092683', sp-clause-decay='1.4777504431424564', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1030', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.10786829367379', sp-learned-size-factor='0.2049082761389103', sp-max-res-lit-inc='2.399482027089147', sp-max-res-runs='26', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.4399365062303898', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.6361647902279544', sp-res-cutoff-cls='10', sp-res-cutoff-lits='306', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.6786600975357342', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.5192538829652824', sp-var-dec-heur='16', sp-variable-decay='1.4837015927568773'
500: sp-clause-activity-inc='0.9662482457009206', sp-clause-decay='1.1368858695141666', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='617', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.1132758764800161', sp-learned-size-factor='0.3466079701080888', sp-max-res-lit-inc='0.32394482113751466', sp-max-res-runs='16', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.46934651780858844', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.8093542681785983', sp-res-cutoff-cls='4', sp-res-cutoff-lits='465', sp-res-order-heur='16', sp-resolution='1', sp-restart-inc='1.3190200137383354', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.5571973434769477', sp-var-dec-heur='1', sp-variable-decay='1.5018809967359013'
501: sp-clause-activity-inc='0.5224547313223886', sp-clause-decay='1.0955699354214703', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='394', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.2869878710395244', sp-learned-size-factor='1.195212757694243', sp-max-res-lit-inc='0.3700605960174508', sp-max-res-runs='20', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.9228394761366767', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='1.0308256526825708', sp-res-cutoff-cls='7', sp-res-cutoff-lits='184', sp-res-order-heur='15', sp-resolution='0', sp-restart-inc='1.4901831096909834', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.5042121172218652', sp-var-dec-heur='16', sp-variable-decay='1.1229630407006879'
502: sp-clause-activity-inc='0.9008325169626255', sp-clause-decay='1.0717230110469602', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='82', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.3038967534517707', sp-learned-size-factor='0.7566149551426171', sp-max-res-lit-inc='0.9120488026288076', sp-max-res-runs='9', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.31971340801359033', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0431665693898975', sp-res-cutoff-cls='15', sp-res-cutoff-lits='221', sp-res-order-heur='10', sp-resolution='1', sp-restart-inc='1.376906316601076', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.1518520614009378', sp-var-dec-heur='15', sp-variable-decay='1.724794928188615'
