1: sp-clause-activity-inc='1.0', sp-clause-decay='1.4', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='0', sp-variable-decay='1.4'
139: sp-clause-activity-inc='0.8483650245189999', sp-clause-decay='1.2918734733878319', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1850', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.4848959277873037', sp-learned-size-factor='0.42416082429006396', sp-max-res-lit-inc='3.0708527805941834', sp-max-res-runs='1', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.6887542878070334', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.594124384579642', sp-res-cutoff-cls='3', sp-res-cutoff-lits='1444', sp-res-order-heur='7', sp-resolution='1', sp-restart-inc='1.8105064210950035', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.8677857162080596', sp-var-dec-heur='14', sp-variable-decay='1.676028830057984'
140: sp-clause-activity-inc='0.7760027134350886', sp-clause-decay='1.660421674653966', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='52', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.490332460182358', sp-learned-size-factor='0.19224005968341776', sp-max-res-lit-inc='1.3952290144335942', sp-max-res-runs='1', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.40319047043850215', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='1.0880326521503825', sp-res-cutoff-cls='14', sp-res-cutoff-lits='447', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.6882770742203737', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.520672164047391', sp-var-dec-heur='16', sp-variable-decay='1.0656990445222325'
141: sp-clause-activity-inc='1.0740363707193636', sp-clause-decay='1.2645917985975796', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='236', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.466057298388017', sp-learned-size-factor='1.059394463310813', sp-max-res-lit-inc='0.48727767426365914', sp-max-res-runs='6', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.9113845173935271', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.818379297924098', sp-res-cutoff-cls='11', sp-res-cutoff-lits='635', sp-res-order-heur='18', sp-resolution='0', sp-restart-inc='1.129620731176881', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.978178769414259', sp-var-dec-heur='14', sp-variable-decay='1.319561848321618'
142: sp-clause-activity-inc='0.5506498991244402', sp-clause-decay='1.0738872597671838', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='200', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.4418970504976585', sp-learned-size-factor='0.17204209395580733', sp-max-res-lit-inc='0.5796296677652731', sp-max-res-runs='3', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.4112208236342577', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.814455424268214', sp-res-cutoff-cls='3', sp-res-cutoff-lits='1099', sp-res-order-heur='0', sp-resolution='0', sp-restart-inc='1.2938027459757662', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3253684821731622', sp-var-dec-heur='19', sp-variable-decay='1.2921430615858727'
143: sp-clause-activity-inc='0.891461652449351', sp-clause-decay='1.7361127875192874', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='29', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.4382060184632548', sp-learned-size-factor='1.2610659934267892', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='11', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='0', sp-restart-inc='1.563228410332921', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.7329794813050965', sp-var-dec-heur='6', sp-variable-decay='1.3047624355028258'
144: sp-clause-activity-inc='1.3606221288613471', sp-clause-decay='1.39147428498913', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='1212', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.2605457974818592', sp-learned-size-factor='0.1572554621070434', sp-max-res-lit-inc='1.7325786001293784', sp-max-res-runs='27', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.5914052481423526', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.5270829959593613', sp-res-cutoff-cls='6', sp-res-cutoff-lits='1569', sp-res-order-heur='12', sp-resolution='1', sp-restart-inc='1.1470124617431712', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.061660846473814', sp-var-dec-heur='3', sp-variable-decay='1.667559828093596'
145: sp-clause-activity-inc='1.3368986208116604', sp-clause-decay='1.0165872516045664', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='384', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.4866806062932338', sp-learned-size-factor='0.5664778950108456', sp-max-res-lit-inc='0.7114340434561582', sp-max-res-runs='1', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.8364111903389313', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7532638096679232', sp-res-cutoff-cls='18', sp-res-cutoff-lits='1348', sp-res-order-heur='8', sp-resolution='1', sp-restart-inc='1.1807805769665098', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.4928489847158688', sp-var-dec-heur='9', sp-variable-decay='1.2297848745321165'
146: sp-clause-activity-inc='0.7330359772339862', sp-clause-decay='1.0559904715581172', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='145', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.2819751366344263', sp-learned-size-factor='0.5768843254128468', sp-max-res-lit-inc='2.3353482740109155', sp-max-res-runs='14', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.42977023898533595', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7912766024922424', sp-res-cutoff-cls='15', sp-res-cutoff-lits='878', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.5650133537370907', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.7893759965711796', sp-var-dec-heur='13', sp-variable-decay='1.090298077596552'
147: sp-clause-activity-inc='0.5324053406340175', sp-clause-decay='1.934566290595254', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='48', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.4665860636812273', sp-learned-size-factor='0.672840284657984', sp-max-res-lit-inc='2.452887310331656', sp-max-res-runs='8', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='1.052547307941508', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.47477912718847176', sp-res-cutoff-cls='8', sp-res-cutoff-lits='270', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.3553260323783969', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3872240083752834', sp-var-dec-heur='16', sp-variable-decay='1.7231421803191014'
148: sp-clause-activity-inc='1.0601057779376712', sp-clause-decay='1.6837443531985263', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='38', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.47046859661137', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='0', sp-restart-inc='1.8798211984067046', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.405373390281136', sp-var-dec-heur='16', sp-variable-decay='1.0200604128458604'
149: sp-clause-activity-inc='0.9796988932918077', sp-clause-decay='1.0280915624239724', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='42', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.1132366204197144', sp-learned-size-factor='0.11655650100589696', sp-max-res-lit-inc='0.423396158463497', sp-max-res-runs='24', sp-orig-clause-sort-heur='5', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.838212202219546', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7977219452068698', sp-res-cutoff-cls='2', sp-res-cutoff-lits='442', sp-res-order-heur='18', sp-resolution='1', sp-restart-inc='1.3535978379906066', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7137430405861148', sp-var-dec-heur='3', sp-variable-decay='1.1519618249386379'
150: sp-clause-activity-inc='1.3417108636826107', sp-clause-decay='1.0373025974140981', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='70', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.3321463750575921', sp-learned-size-factor='0.4484858245967539', sp-max-res-lit-inc='3.4437264246629438', sp-max-res-runs='4', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.8806393433581392', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.8012768077556549', sp-res-cutoff-cls='6', sp-res-cutoff-lits='924', sp-res-order-heur='2', sp-resolution='2', sp-restart-inc='1.4699540308076784', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.338881782219886', sp-var-dec-heur='6', sp-variable-decay='1.4304545020964845'
151: sp-clause-activity-inc='0.5870828073606227', sp-clause-decay='1.0275980049527242', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='45', sp-learned-clause-sort-heur='14', sp-learned-clauses-inc='1.4561972909041851', sp-learned-size-factor='0.9338800820081572', sp-max-res-lit-inc='2.253432905619253', sp-max-res-runs='7', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.33204809645861066', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.8646854440860676', sp-res-cutoff-cls='17', sp-res-cutoff-lits='546', sp-res-order-heur='1', sp-resolution='0', sp-restart-inc='1.2375856554435152', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3454465640709707', sp-var-dec-heur='15', sp-variable-decay='1.3579329137401017'
152: sp-clause-activity-inc='0.9843670287136529', sp-clause-decay='1.3282597041798092', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='26', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.3188882524775543', sp-learned-size-factor='0.5219757630030885', sp-max-res-lit-inc='1.8371098461958724', sp-max-res-runs='2', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.5362075953748102', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.9590873383557172', sp-res-cutoff-cls='5', sp-res-cutoff-lits='1298', sp-res-order-heur='19', sp-resolution='2', sp-restart-inc='1.2152573274694116', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.1241157085158615', sp-var-dec-heur='0', sp-variable-decay='1.11128918128673'
153: sp-clause-activity-inc='0.7680705575343928', sp-clause-decay='1.2905540189038793', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1808', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.1434256134705572', sp-learned-size-factor='0.11267201412079302', sp-max-res-lit-inc='0.5676632836266734', sp-max-res-runs='4', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.5370973430406872', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7668375876241773', sp-res-cutoff-cls='2', sp-res-cutoff-lits='262', sp-res-order-heur='16', sp-resolution='2', sp-restart-inc='1.605513802475079', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.2805246050948198', sp-var-dec-heur='19', sp-variable-decay='1.1815311329266533'
154: sp-clause-activity-inc='0.7474565163893674', sp-clause-decay='1.8791013066226112', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='88', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.490332460182358', sp-learned-size-factor='0.19224005968341776', sp-max-res-lit-inc='1.3952290144335942', sp-max-res-runs='1', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.40319047043850215', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='1.0880326521503825', sp-res-cutoff-cls='14', sp-res-cutoff-lits='447', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.6882770742203737', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.520672164047391', sp-var-dec-heur='16', sp-variable-decay='1.0656990445222325'
155: sp-clause-activity-inc='1.0179290753040953', sp-clause-decay='1.0343326457209565', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='624', sp-learned-clause-sort-heur='12', sp-learned-clauses-inc='1.4795216294782292', sp-learned-size-factor='0.34647032562966146', sp-max-res-lit-inc='0.6361920514902004', sp-max-res-runs='3', sp-orig-clause-sort-heur='18', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.7194949920956893', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.9079964987462898', sp-res-cutoff-cls='3', sp-res-cutoff-lits='1369', sp-res-order-heur='18', sp-resolution='2', sp-restart-inc='1.3928681250880803', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.5407109018918734', sp-var-dec-heur='15', sp-variable-decay='1.112735713345779'
156: sp-clause-activity-inc='1.134466235682288', sp-clause-decay='1.2923099474401927', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='265', sp-learned-clause-sort-heur='14', sp-learned-clauses-inc='1.2021617826171533', sp-learned-size-factor='0.250907929036109', sp-max-res-lit-inc='0.35794527607304005', sp-max-res-runs='3', sp-orig-clause-sort-heur='17', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.5395806437232973', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='1.0622619603614076', sp-res-cutoff-cls='20', sp-res-cutoff-lits='1131', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.7660104735661435', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.2044894217375615', sp-var-dec-heur='19', sp-variable-decay='1.4732131837961049'
157: sp-clause-activity-inc='1.235612400076778', sp-clause-decay='1.0595255065591693', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='26', sp-learned-clause-sort-heur='12', sp-learned-clauses-inc='1.1088272166077588', sp-learned-size-factor='0.820879532176493', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='0', sp-restart-inc='1.8981772203909515', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.0919562341106062', sp-var-dec-heur='16', sp-variable-decay='1.1113664445428335'
158: sp-clause-activity-inc='0.602353770151333', sp-clause-decay='1.1831304973924237', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='28', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.386272235314646', sp-learned-size-factor='0.7673424368063538', sp-max-res-lit-inc='1.6147844289253208', sp-max-res-runs='3', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0168263724655229', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='1.0695428139493641', sp-res-cutoff-cls='14', sp-res-cutoff-lits='129', sp-res-order-heur='11', sp-resolution='2', sp-restart-inc='1.8475568557320203', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.276802738576786', sp-var-dec-heur='5', sp-variable-decay='1.1238038470224956'
159: sp-clause-activity-inc='0.6857349713727748', sp-clause-decay='1.792363290043178', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='1986', sp-learned-clause-sort-heur='15', sp-learned-clauses-inc='1.1471504928567233', sp-learned-size-factor='0.2738601504904225', sp-max-res-lit-inc='1.027408167663851', sp-max-res-runs='2', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.5897358369981087', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.6224237956050693', sp-res-cutoff-cls='3', sp-res-cutoff-lits='1344', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.2618064284445993', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.7939005361579033', sp-var-dec-heur='10', sp-variable-decay='1.3688497255151852'
160: sp-clause-activity-inc='0.7602814715147584', sp-clause-decay='1.9403304886290966', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='89', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.1035446703701837', sp-learned-size-factor='0.23799775559898115', sp-max-res-lit-inc='2.0439564216718953', sp-max-res-runs='1', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.4383044576689197', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.44265607976542265', sp-res-cutoff-cls='10', sp-res-cutoff-lits='130', sp-res-order-heur='2', sp-resolution='0', sp-restart-inc='1.3195801263183295', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.0410028164306162', sp-var-dec-heur='16', sp-variable-decay='1.6988197540966299'
161: sp-clause-activity-inc='1.0838334905517053', sp-clause-decay='1.2077980939236068', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='89', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.4060696489167406', sp-learned-size-factor='0.19122584073959303', sp-max-res-lit-inc='2.277639776094788', sp-max-res-runs='4', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.7890411870488476', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='1.0919313497125', sp-res-cutoff-cls='2', sp-res-cutoff-lits='478', sp-res-order-heur='8', sp-resolution='2', sp-restart-inc='1.7429962964582377', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6605815680181695', sp-var-dec-heur='19', sp-variable-decay='1.7520609482877978'
162: sp-clause-activity-inc='0.6697182583989996', sp-clause-decay='1.3051241497850778', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1956', sp-learned-clause-sort-heur='3', sp-learned-clauses-inc='1.325695415908525', sp-learned-size-factor='0.21293068511446553', sp-max-res-lit-inc='0.3113190177790309', sp-max-res-runs='5', sp-orig-clause-sort-heur='16', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.7771354702730271', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.9359173471379216', sp-res-cutoff-cls='7', sp-res-cutoff-lits='197', sp-res-order-heur='6', sp-resolution='2', sp-restart-inc='1.8235899160935642', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.678383506916172', sp-var-dec-heur='3', sp-variable-decay='1.1101651908377705'
